County,Route,Special Case,County Sequence,Beginning Log Mile,Ending Log Mile,Log Mile Length,Year of Traffic,Annual Average Daily Traffic,Vehicle Miles Traveled,Design Hourly Volume Percent,Directional Distribution,Vehicle - Passenger Pickups,Vehicle - Single Unit Trucks,Vehicle - Multiple Unit Trucks,ID Number,Station Number,TN-TIMES ID,% Peak Single Unit,% Peak Multi Unit,OBJECTID,Shape__Length
Putnam,SR024,0,1,18.6,19.37,0.77,2023,9652,7432.04,9,57,90,3,7,71SR024001,74,71000074,0.758,2.381,11200,4049.02700431409
Putnam,SR024,0,1,19.37,20.99,1.62,2023,12881,20867.22,9,55,99,0,1,71SR024001,47,71000047,3.176,7.937,11201,8560.52724632924
Putnam,SR024,0,1,35.92,36.37,0.45,2023,6539,2942.55,11,65,94,3,3,71SR024001,40,71000040,2.555,2.57,11202,2377.44394494294
Putnam,SR024,0,1,36.37,36.91,0.54,2023,6922,3737.88,12,65,94,3,3,71SR024001,160,71000160,2.555,2.57,11203,2857.1647565198
Rutherford,02019,0,1,0.909,1.79,0.881,2023,99,87.219,13,65,97,2,1,7502019001,147 @,95000147,2.624,1.065,11204,4589.64188529686
Rutherford,02023,0,1,0,2.2,2.2,2023,2851,6272.2,12,65,96,3,1,7502023001,261,75000261,2.624,1.065,11205,11649.5349057375
Rutherford,02024,0,1,0,4.67,4.67,2023,183,854.61,14,65,97,2,1,7502024001,152,75000152,2.624,1.065,11206,24672.6333944917
Rutherford,02026,0,1,0,2.08,2.08,2023,532,1106.56,15,65,97,2,1,7502026001,78,75000078,1.833,1.113,11207,10987.6235375564
Rutherford,02030,0,1,1.34,3.74,2.4,2023,2429,5829.6,10,65,97,2,1,7502030001,197,75000197,1.833,1.113,11208,12680.0466407449
Rutherford,03363,0,1,0,0.4,0.4,2023,5257,2102.8,11,65,97,2,1,7503363001,223,75000223,1.833,1.113,11209,2117.16920544866
Rutherford,03366,0,1,2.39,4.62,2.23,2023,16691,37220.93,10,56,97,2,1,7503366001,253,75000253,1.833,1.113,11210,11769.4034261501
Rutherford,03372,0,1,0,1.67,1.67,2023,4398,7344.66,11,52,97,2,1,7503372001,121,75000121,3.03,0.699,11211,8837.63904139082
Rutherford,SR099,0,1,15.97,18.12,2.15,2023,39245,84376.75,9,56,96,2,2,75SR099001,153,75000153,3.734,7.669,11212,11303.5808036681
Rutherford,SR099,0,1,19.47,20,0.53,2023,5995,3177.35,10,65,96,2,2,75SR099001,146,75000146,2.201,2.947,11213,2831.57177845824
Rutherford,SR099,0,1,20,20.914,0.914,2023,9129,8343.906,9,64,98,1,1,75SR099001,44,75000044,0.59,0.472,11214,4772.34054256026
Rutherford,00800,0,1,0.97,1.44,0.47,2023,22461,10556.67,9,52,96,2,2,7500800001,95,75000095,2.201,2.947,11215,2455.24632363699
Sevier,06024,0,1,0,0.434,0.434,2023,1772,769.048,10,65,97,2,1,7806024001,137,78000137,1.756,0.783,11216,2298.40442492926
Sevier,06026,0,1,0,0.462,0.462,2023,2184,1009.008,12,65,97,2,1,7806026001,139,78000139,1.756,0.783,11217,2439.23348238913
Rhea,05692,0,1,0,0.907,0.907,2023,220,199.54,10,65,98,1,1,7205692001,106,72000106,3.108,2.331,11218,4789.39747161329
Rhea,05720,0,1,0,4.138,4.138,2023,458,1895.204,10,65,96,3,1,7205720001,29,72000029,2.624,1.065,11219,21949.0817088294
Rhea,05720,0,1,4.138,4.71,0.572,2023,3396,1942.512,9,65,98,1,1,7205720001,31,72000031,1.166,0.62,11220,3055.04044441884
Rutherford,SR001,0,1,17.64,18.32,0.68,2023,15150,10302,8,58,93,3,4,75SR001001,275,75000275,3.263,4.887,11221,3583.31311620853
Rutherford,SR001,0,1,19.14,19.73,0.59,2023,16105,9501.95,8,63,93,3,4,75SR001001,243,75000243,3.263,4.887,11222,3110.5409227837
Rutherford,SR099,0,1,20.914,21.61,0.696,2023,6473,4505.208,10,65,96,2,2,75SR099001,147,75000147,2.201,2.947,11223,3712.4752050427
Rutherford,SR102,0,1,10.41,11.51,1.1,2023,25457,28002.7,8,53,96,2,2,75SR102001,156,75000156,2.51,10.095,11224,5812.4447595581
Robertson,SR049,0,1,10.01,10.624,0.614,2023,9336,5732.304,9,50,96,2,2,74SR049001,33,74000033,1.905,1.548,11225,3257.66510049787
Rutherford,04046,0,1,0.37,0.81,0.44,2023,6839,3009.16,9,51,97,2,1,7504046001,3,75000003,0.939,0.782,11226,2357.53786927106
Rutherford,04307,0,1,0,0.07,0.07,2023,6518,456.26,9,100,97,2,1,7504307001,269,75000269,1.833,1.113,11227,375.418786569056
Rutherford,04308,0,1,0,0.07,0.07,2023,5652,395.64,9,100,97,2,1,7504308001,270,75000270,1.833,1.113,11228,364.02064850074
Rutherford,04670,0,1,0,0.8,0.8,2023,6133,4906.4,9,65,97,2,1,7504670001,265,75000265,1.833,1.113,11229,4251.2264994135
Roane,03702,0,1,0,0.53,0.53,2023,278,147.34,10,65,99,1,0,7303702001,116,73000116,2.55,2.486,11230,2791.6177647184
Roane,03703,0,1,0,0.75,0.75,2023,1034,775.5,10,65,96,3,1,7303703001,125,73000125,2.766,1.773,11231,3965.33548031541
Robertson,05356,0,1,0,0.525,0.525,2023,1417,743.925,11,65,97,2,1,7405356001,159,74000159,1.833,1.113,11232,2750.68718056551
Robertson,06083,0,1,0,0.486,0.486,2023,892,433.512,9,65,97,2,1,7406083001,176,74000176,1.833,1.113,11233,2572.39467200109
Robertson,SR049,0,1,10.624,11.2,0.576,2023,8257,4756.032,9,65,96,2,2,74SR049001,95,74000095,2.201,2.947,11234,3043.00063308597
Robertson,SR049,0,1,11.2,11.37,0.17,2023,9243,1571.31,10,65,96,2,2,74SR049001,91,74000091,2.201,2.947,11235,878.705150263647
Scott,SR456,0,1,8.332,9.27,0.938,2023,4269,4004.322,9,65,96,3,1,76SR456001,13,76000013,3.016,0.864,11236,4958.12960680096
Scott,SR456,0,1,9.27,9.841,0.571,2023,7606,4343.026,9,65,96,3,1,76SR456001,55,76000055,3.016,0.864,11237,2993.30487524764
Scott,SR456,0,1,9.841,10.05,0.209,2023,5558,1161.622,10,65,96,3,1,76SR456001,57,76000057,3.016,0.864,11238,1059.99442881795
Putnam,01146,0,1,0,0.74,0.74,2023,2787,2062.38,15,65,97,2,1,7101146001,20,71000020,3.108,2.331,11239,3927.85047149788
Putnam,01146,0,1,6.432,7.17,0.738,2023,5275,3892.95,10,65,98,1,1,7101146001,24,71000024,3.108,2.331,11240,3919.7761535041
Putnam,01163,0,1,0,0.316,0.316,2023,606,191.496,11,65,97,2,1,7101163001,1 @,93000001,2.624,1.065,11241,1677.70447322731
Putnam,01167,0,1,0,1.25,1.25,2023,3573,4466.25,13,65,98,1,1,7101167001,21,71000021,1.166,0.62,11242,6642.18937378351
Sequatchie,SR008,0,1,32.165,33.45,1.285,2023,1835,2357.975,9,53,86,5,9,77SR008001,21 @,88000021,2.395,7.784,11243,6802.11636491814
Sequatchie,SR028,0,1,0,0.69,0.69,2023,5610,3870.9,9,55,92,3,5,77SR028001,10 @,58000010,1.174,4.11,11244,3686.45158854148
Sequatchie,SR028,0,1,6.91,7.495,0.585,2023,10214,5975.19,10,65,91,3,6,77SR028001,39,77000039,2.919,6.217,11245,3069.59551230162
Sevier,02484,0,1,2.277,3.1,0.823,2023,9119,7504.937,8,65,97,2,1,7802484001,25,78000025,2.55,2.486,11246,4320.27807137366
Sevier,02712,0,1,0,4.66,4.66,2023,3649,17004.34,12,65,97,2,1,7802712001,86,78000086,2.624,1.065,11247,24720.3248881313
Sevier,04691,0,1,0,3.14,3.14,2023,4443,13951.02,8,65,98,1,1,7804691001,120,78000120,2.55,2.486,11248,16526.8995928822
Sevier,04695,0,1,0,0.54,0.54,2023,17845,9636.3,8,65,96,2,2,7804695001,58,78000058,2.766,1.773,11249,2850.77205063852
Rutherford,00800,0,1,1.44,1.97,0.53,2023,16327,8653.31,9,52,96,2,2,7500800001,91,75000091,2.201,2.947,11250,2786.29588986615
Rutherford,00800,0,1,1.97,2.75,0.78,2023,16834,13130.52,9,54,96,2,2,7500800001,90,75000090,2.201,2.947,11251,4155.25707902305
Rutherford,00842,0,1,0,0.2,0.2,2023,3160,632,12,65,96,3,1,7500842001,258,75000258,2.624,1.065,11252,1075.42444397056
Rhea,0A834,0,1,0,0.26,0.26,2023,1097,285.22,9,65,97,2,1,720A834001,94,72000094,2.624,1.065,11253,1381.22119851899
Rhea,SR029,0,1,3.87,4.8,0.93,2023,19306,17954.58,8,53,86,3,11,72SR029001,52,72000052,3.481,13.481,11254,4927.23529772531
Rhea,SR029,0,1,4.8,5.24,0.44,2023,21340,9389.6,9,51,90,3,7,72SR029001,47,72000047,3.176,7.937,11255,2373.8654993667
Rhea,SR029,0,1,5.24,6.07,0.83,2023,22293,18503.19,9,52,90,3,7,72SR029001,48,72000048,3.176,7.937,11256,4326.74806838387
Rutherford,03349,0,1,0,0.71,0.71,2023,2466,1750.86,11,65,97,2,1,7503349001,207,75000207,1.833,1.113,11257,3745.77554416062
Rutherford,03353,0,1,0,0.9,0.9,2023,6030,5427,9,59,97,2,1,7503353001,199,75000199,0.935,0.748,11258,4846.76001426732
Rutherford,03360,0,1,0,0.05,0.05,2023,5652,282.6,9,100,97,2,1,7503360001,270,75000270,1.833,1.113,11259,229.067789526673
Rutherford,03363,0,1,1.5,2.03,0.53,2023,978,518.34,13,65,97,2,1,7503363001,200,75000200,1.833,1.113,11260,2858.78751399303
Rutherford,03375,0,1,0,0.63,0.63,2023,1776,1118.88,11,65,97,2,1,7503375001,165,75000165,1.833,1.113,11261,3360.06876791792
Sevier,06027,0,1,0,0.799,0.799,2023,1844,1473.356,11,65,97,2,1,7806027001,140,78000140,2.55,2.486,11262,4259.44905276827
Sevier,06028,0,1,0,0.392,0.392,2023,1295,507.64,11,65,98,2,0,7806028001,141,78000141,1.756,0.783,11263,2081.95369274311
Rhea,SR030,0,1,3.32,4.15,0.83,2023,4906,4071.98,9,70,98,1,1,72SR030001,41,72000041,1.176,0.706,11264,4365.77359384848
Roane,04346,0,1,0,0.65,0.65,2023,66,42.9,15,65,98,2,0,7304346001,171,73000171,2.55,2.486,11265,3431.69073151246
Rutherford,SR002,0,1,0,0.59,0.59,2023,7866,4640.94,9,63,97,1,2,75SR002001,103,75000103,1.233,2.74,11266,3128.27881280837
Rutherford,SR010,0,1,10.959,11.37,0.411,2023,50494,20753.034,8,55,93,3,4,75SR010001,108,75000108,3.263,4.887,11267,2177.48046389624
Rutherford,SR102,0,1,12.36,13.06,0.7,2023,23569,16498.3,9,52,96,2,2,75SR102001,11,75000011,2.201,2.947,11268,3661.99710090363
Rutherford,SR266,0,1,4.769,5.01,0.241,2023,28955,6978.155,9,54,96,2,2,75SR266001,115,75000115,2.201,2.947,11269,1218.75113703067
Robertson,SR049,0,1,11.37,11.739,0.369,2023,10740,3963.06,10,65,96,2,2,74SR049001,94,74000094,2.201,2.947,11270,1944.06176505145
Robertson,SR052,0,1,0,1.71,1.71,2023,2404,4110.84,9,65,95,3,2,74SR052001,9,74000009,2.476,1.484,11271,9019.07436581524
Robertson,SR052,0,1,4.97,6.8,1.83,2023,3919,7171.77,10,55,96,2,2,74SR052001,141,74000141,2.01,1.508,11272,9689.9168812332
Rutherford,04679,0,1,0,0.47,0.47,2023,9201,4324.47,9,65,97,2,1,7504679001,268,75000268,1.833,1.113,11273,2537.09732936923
Rutherford,04681,0,1,0,0.27,0.27,2023,2224,600.48,10,65,97,2,1,7504681001,271,75000271,1.833,1.113,11274,1431.75780499268
Rutherford,04683,0,1,1.62,1.96,0.34,2023,651,221.34,15,65,97,2,1,7504683001,282,75000282,1.833,1.113,11275,1818.33802323853
Roane,03706,0,1,0,0.27,0.27,2023,1055,284.85,12,65,98,1,1,7303706001,152,73000152,2.55,2.486,11276,1429.64951729692
Shelby,SR003,7,1,0.8,1.59,0.79,2023,6611,5222.69,8,65,95,3,2,79SR003701,142,79000142,3.695,2.213,11277,4172.64189683468
Roane,03706,0,1,0.27,0.46,0.19,2023,249,47.31,29,65,99,1,0,7303706001,150,73000150,2.55,2.486,11278,986.766549021808
Shelby,05443,0,1,2.53,3.47,0.94,2023,9702,9119.88,9,65,95,3,2,7905443001,1025,79001025,3.695,2.213,11279,4946.47454972049
Roane,03725,0,1,0,1.35,1.35,2023,2063,2785.05,10,61,99,1,0,7303725001,175,73000175,0.98,1.471,11280,7071.7848459392
Shelby,05445,0,1,2.95,3.976,1.026,2023,3005,3083.13,10,65,95,3,2,7905445001,925,79000925,3.695,2.213,11281,5326.93498426046
Shelby,05450,0,1,0,6.25,6.25,2023,6040,37750,11,67,95,3,2,7905450001,1011,79001011,3.695,2.213,11282,32874.631253495
Shelby,05455,0,1,0,0.6,0.6,2023,9866,5919.6,9,56,95,3,2,7905455001,926,79000926,3.695,2.213,11283,3150.56856285505
Shelby,05457,0,1,0,0.99,0.99,2023,192,190.08,9,65,97,2,1,7905457001,928,79000928,2.982,1.205,11284,5236.4461922533
Shelby,05036,0,1,0,0.73,0.73,2023,2511,1833.03,8,65,97,2,1,7905036001,730,79000730,2.982,1.205,11285,3907.2419675678
Shelby,SR003,0,1,0,0.8,0.8,2023,11341,9072.8,9,54,91,4,5,79SR003001,129,79000129,6.297,4.782,11286,4156.6857665304
Shelby,SR003,0,1,4.1,4.73,0.63,2023,26833,16904.79,9,53,91,4,5,79SR003001,515,79000515,6.297,4.782,11287,3336.56724560545
Shelby,SR004,0,1,4.82,5.34,0.52,2023,24695,12841.4,7,55,91,4,5,79SR004001,352,79000352,6.297,4.782,11288,2803.14200028642
Shelby,SR004,0,1,9.88,10.4,0.52,2023,21730,11299.6,9,54,91,4,5,79SR004001,516,79000516,6.297,4.782,11289,2692.42288511589
Shelby,SR004,0,1,12.66,12.82,0.16,2023,15043,2406.88,7,53,91,4,5,79SR004001,149,79000149,6.297,4.782,11290,812.53509135526
Shelby,SR004,0,1,12.82,14.23,1.41,2023,20958,29550.78,9,59,95,3,2,79SR004001,147,79000147,2.639,0.739,11291,7479.19627877661
Shelby,SR014,0,1,0,2.14,2.14,2023,8835,18906.9,8,55,91,4,5,79SR014001,136,79000136,6.297,4.782,11292,11247.4222213723
Shelby,I0240,0,1,19.43,19.98,0.55,2023,135203,74361.65,10,55,73,4,23,79I0240001,308,79000308,3.013,16.141,11293,2903.32266341877
Shelby,I0269,0,1,0,0.695,0.695,2023,17729,12321.655,10,60,84,4,12,79I0269001,1056,79001056,3.927,6.195,11294,3685.60868022093
Shelby,05263,0,1,0,0.55,0.55,2023,2921,1606.55,9,65,97,2,1,7905263001,669,79000669,2.982,1.205,11295,2908.58666006163
Shelby,05041,0,1,0,1,1,2023,1047,1047,10,65,98,1,1,7905041001,735,79000735,2.982,1.205,11296,5298.42781065317
Shelby,05046,0,1,0,0.51,0.51,2023,2302,1174.02,11,65,98,1,1,7905046001,727,79000727,2.982,1.205,11297,2697.50800743759
Shelby,05281,0,1,0,0.57,0.57,2023,2332,1329.24,8,65,98,1,1,7905281001,791,79000791,2.982,1.205,11298,3049.43931117716
Shelby,05283,0,1,0,0.78,0.78,2023,1939,1512.42,9,65,98,1,1,7905283001,656,79000656,2.982,1.205,11299,4156.39138223331
Shelby,05427,0,1,0,1.31,1.31,2023,11735,15372.85,9,57,95,3,2,7905427001,936,79000936,3.695,2.213,11300,6913.81997665864
Shelby,05427,0,1,1.31,1.88,0.57,2023,15108,8611.56,9,51,95,3,2,7905427001,937,79000937,3.695,2.213,11301,3073.75904147401
Shelby,05429,0,1,0.883,2.24,1.357,2023,1407,1909.299,11,65,98,1,1,7905429001,921,79000921,2.982,1.205,11302,7183.96150577902
Shelby,05431,0,1,0,0.66,0.66,2023,6112,4033.92,11,52,95,3,2,7905431001,1021,79001021,3.695,2.213,11303,3550.08142713701
Shelby,05264,0,1,0,0.4,0.4,2023,776,310.4,9,65,97,2,1,7905264001,670,79000670,2.982,1.205,11304,2076.89074617298
Shelby,05266,0,1,0,0.44,0.44,2023,764,336.16,9,65,97,2,1,7905266001,672,79000672,2.982,1.205,11305,2291.03657099465
Shelby,05131,0,1,7.78,8.98,1.2,2023,6640,7968,9,60,95,3,2,7905131001,1000,79001000,3.695,2.213,11306,6268.35738743031
Shelby,05132,0,1,0,0.62,0.62,2023,3223,1998.26,10,65,98,1,1,7905132001,675,79000675,2.982,1.205,11307,3301.23664341971
Shelby,05135,0,1,1.33,2.28,0.95,2023,24056,22853.2,9,53,95,3,2,7905135001,988,79000988,3.695,2.213,11308,5012.98173481643
Shelby,I0040,0,1,0,0.55,0.55,2023,64731,35602.05,8,56,75,4,21,79I0040001,282,79000282,2.789,14.556,11309,2928.78645637627
Shelby,I0040,0,1,0.55,1.08,0.53,2023,60246,31930.38,9,55,74,4,22,79I0040001,281,79000281,3.013,16.141,11310,2822.28478301656
Shelby,I0055,0,1,11.63,11.93,0.3,2023,60520,18156,8,55,89,3,8,79I0055001,288,79000288,2.968,5.115,11311,1540.43233777345
Shelby,I0055,0,1,11.93,12.28,0.35,2023,59778,20922.3,9,55,89,3,8,79I0055001,412,79000412,2.968,5.115,11312,1797.30468433884
Shelby,I0240,0,1,0,1.41,1.41,2023,98353,138677.73,11,53,89,3,8,79I0240001,247,79000247,2.968,5.115,11313,7435.21404174687
Shelby,SR014,0,1,14.75,15.68,0.93,2023,14865,13824.45,8,57,91,4,5,79SR014001,160,79000160,6.297,4.782,11314,4920.13159503151
Shelby,SR014,7,1,0,0.42,0.42,2023,4468,1876.56,10,100,98,2,0,79SR014701,506,79000506,3.057,0.437,11315,2241.32990191942
Shelby,05459,0,1,2.86,3.12,0.26,2023,3264,848.64,11,65,97,2,1,7905459001,930,79000930,2.982,1.205,11316,1433.71601155926
Shelby,05137,0,1,0,0.78,0.78,2023,1161,905.58,11,65,97,2,1,7905137001,651,79000651,2.982,1.205,11317,4178.10056385741
Shelby,05139,0,1,0,2.76,2.76,2023,6207,17131.32,12,67,98,1,1,7905139001,648,79000648,2.982,1.205,11318,14627.5393135847
Shelby,05144,0,1,0,0.58,0.58,2023,5654,3279.32,9,58,95,3,2,7905144001,706,79000706,3.695,2.213,11319,3092.0266407915
Shelby,05216,0,1,0,0.38,0.38,2023,2816,1070.08,9,65,98,1,1,7905216001,785,79000785,2.982,1.205,11320,2042.66964680628
Shelby,05217,0,1,0,0.36,0.36,2023,6575,2367,8,65,97,2,1,7905217001,900,79000900,2.982,1.205,11321,1868.21164001129
Shelby,05220,0,1,0.19,0.34,0.15,2023,4891,733.65,9,65,97,2,1,7905220001,857,79000857,2.982,1.205,11322,881.665213558375
Shelby,05223,0,1,0,0.08,0.08,2023,2314,185.12,10,65,98,1,1,7905223001,859,79000859,2.982,1.205,11323,430.933378851902
Shelby,05225,0,1,0,0.15,0.15,2023,4447,667.05,9,65,98,1,1,7905225001,845,79000845,2.982,1.205,11324,722.80079887096
Shelby,05240,0,1,0,0.66,0.66,2023,1767,1166.22,8,50,97,2,1,7905240001,861,79000861,2.982,1.205,11325,3402.92675896347
Shelby,05242,0,1,0,0.26,0.26,2023,561,145.86,9,65,97,2,1,7905242001,862,79000862,2.982,1.205,11326,1322.17860972936
Shelby,05245,0,1,0,0.251,0.251,2023,3345,839.595,10,57,95,3,2,7905245001,563,79000563,2.601,2.023,11327,1391.60288747893
Shelby,05460,0,1,0,0.39,0.39,2023,4611,1798.29,10,65,98,1,1,7905460001,931,79000931,2.982,1.205,11328,2023.81475656268
Shelby,05461,0,1,0,0.57,0.57,2023,10316,5880.12,10,67,98,1,1,7905461001,1014,79001014,2.982,1.205,11329,2970.37586306327
Shelby,05462,0,1,0,0.34,0.34,2023,9771,3322.14,8,70,97,2,1,7905462001,932,79000932,2.982,1.205,11330,1877.83168585277
Shelby,02872,0,1,4.21,6.22,2.01,2023,12213,24548.13,9,54,95,3,2,7902872001,186,79000186,3.695,2.213,11331,10585.8835073602
Shelby,02874,0,1,0,1.65,1.65,2023,5185,8555.25,10,51,95,3,2,7902874001,446,79000446,3.695,2.213,11332,8720.1520178983
Shelby,02875,0,1,3.99,4.8,0.81,2023,29863,24189.03,9,55,98,2,0,7902875001,73,79000073,1.733,0.193,11333,4245.47666384941
Shelby,02875,0,1,9.82,14.15,4.33,2023,3287,14232.71,10,51,98,1,1,7902875001,435,79000435,2.982,1.205,11334,22950.3407086814
Shelby,02878,0,1,5.18,6.64,1.46,2023,16284,23774.64,9,51,95,3,2,7902878001,71,79000071,3.695,2.213,11335,7751.06174867938
Shelby,SR003,0,1,8.38,9.3,0.92,2023,12194,11218.48,8,51,95,3,2,79SR003001,164,79000164,3.695,2.213,11336,4893.42568644595
Shelby,SR003,0,1,9.3,9.9,0.6,2023,11003,6601.8,8,60,98,1,1,79SR003001,150,79000150,2.982,1.205,11337,3101.63672802681
Shelby,SR003,0,1,9.9,10.06,0.16,2023,21156,3384.96,8,58,91,4,5,79SR003001,152,79000152,6.297,4.782,11338,880.963927014121
Shelby,SR004,0,1,14.23,14.81,0.58,2023,11235,6516.3,10,62,91,3,6,79SR004001,296,79000296,6.355,5.047,11339,3081.52421695963
Shelby,SR014,0,1,2.14,2.92,0.78,2023,13154,10260.12,8,62,91,4,5,79SR014001,133,79000133,6.297,4.782,11340,4104.20176405763
Shelby,05024,0,1,0,1.21,1.21,2023,2842,3438.82,11,65,98,1,1,7905024001,966,79000966,2.982,1.205,11341,6354.52441874248
Shelby,05024,0,1,1.21,2.04,0.83,2023,9929,8241.07,11,65,97,2,1,7905024001,580,79000580,2.982,1.205,11342,4386.93257765223
Shelby,05032,0,1,0,1.92,1.92,2023,5032,9661.44,9,65,98,1,1,7905032001,762,79000762,2.982,1.205,11343,10141.2187324323
Shelby,05035,0,1,0,1.72,1.72,2023,595,1023.4,16,65,97,2,1,7905035001,758,79000758,2.982,1.205,11344,9078.93730515866
Shelby,01451,0,1,0,0.78,0.78,2023,5805,4527.9,11,65,98,1,1,7901451001,360,79000360,2.982,1.205,11345,4107.44460299357
Shelby,01455,0,1,1.77,2.24,0.47,2023,14065,6610.55,10,50,95,3,2,7901455001,961,79000961,3.695,2.213,11346,2464.97879981601
Shelby,05294,0,1,0,0.43,0.43,2023,4563,1962.09,9,65,97,2,1,7905294001,836,79000836,2.982,1.205,11347,2267.87977989819
Shelby,05347,0,1,0,0.73,0.73,2023,6230,4547.9,11,59,98,1,1,7905347001,403,79000403,2.982,1.205,11348,3770.98554938187
Shelby,I0040,0,1,1.08,1.45,0.37,2023,64299,23790.63,8,52,72,4,24,79I0040001,279,79000279,3.238,17.726,11349,1970.27413095073
Shelby,05431,0,1,0.66,1.15,0.49,2023,16490,8080.1,9,64,95,3,2,7905431001,1022,79001022,3.695,2.213,11350,2579.97622356022
Shelby,05434,0,1,0,1.02,1.02,2023,323,329.46,10,65,98,1,1,7905434001,1019,79001019,2.982,1.205,11351,5387.33004618036
Shelby,05434,0,1,1.02,1.57,0.55,2023,596,327.8,12,65,97,2,1,7905434001,1020,79001020,2.982,1.205,11352,2910.52835068052
Shelby,05119,0,1,0,0.66,0.66,2023,2319,1530.54,15,65,98,1,1,7905119001,697,79000697,2.982,1.205,11353,3447.57445657288
Shelby,05121,0,1,0,0.69,0.69,2023,1257,867.33,12,65,97,2,1,7905121001,699,79000699,2.982,1.205,11354,3635.5000236234
Shelby,05124,0,1,0,1.795,1.795,2023,2159,3875.405,9,65,97,2,1,7905124001,694,79000694,2.982,1.205,11355,9535.97059118145
Shelby,01455,0,1,6.34,6.97,0.63,2023,6545,4123.35,11,61,95,3,2,7901455001,964,79000964,3.695,2.213,11356,3332.72864713433
Shelby,01456,0,1,0,1.54,1.54,2023,24081,37084.74,8,63,95,3,2,7901456001,1046,79001046,3.695,2.213,11357,8127.34011954559
Shelby,01458,0,1,0,1.62,1.62,2023,6620,10724.4,11,51,98,1,1,7901458001,945,79000945,1.342,0,11358,8570.54451507531
Shelby,01463,0,1,0,2.57,2.57,2023,2720,6990.4,10,65,97,2,1,7901463001,34,79000034,2.624,1.065,11359,13607.9020310579
Shelby,01464,0,1,0,4.49,4.49,2023,2193,9846.57,10,66,93,6,1,7901464001,324,79000324,7.87,0.463,11360,23696.3363248103
Shelby,04032,0,1,0.57,1.19,0.62,2023,27085,16792.7,8,58,95,3,2,7904032001,915,79000915,3.695,2.213,11361,3304.4654508149
Shelby,04182,0,1,0,1.54,1.54,2023,3922,6039.88,12,65,95,3,2,7904182001,364,79000364,3.695,2.213,11362,8091.64816990959
Shelby,I0040,0,1,2.54,3.06,0.52,2023,127452,66275.04,9,55,74,4,22,79I0040001,248,79000248,3.013,16.141,11363,2740.61073059488
Shelby,I0040,0,1,3.06,3.93,0.87,2023,120850,105139.5,9,55,73,4,23,79I0040001,249,79000249,3.013,16.141,11364,4585.2529266805
Shelby,I0240,0,1,4.76,5.51,0.75,2023,120174,90130.5,10,55,89,3,8,79I0240001,271,79000271,2.968,5.115,11365,3954.90089663592
Shelby,I0240,0,1,5.51,6.62,1.11,2023,121249,134586.39,8,51,89,3,8,79I0240001,552,79000552,2.968,5.115,11366,5918.59786835619
Shelby,05246,0,1,0,0.3,0.3,2023,1561,468.3,9,100,97,2,1,7905246001,860,79000860,2.982,1.205,11367,1597.45322232402
Shelby,00803,0,1,3.55,4.51,0.96,2023,10495,10075.2,9,59,95,3,2,7900803001,221,79000221,3.695,2.213,11368,5105.66155879013
Shelby,00803,0,1,8.95,9.47,0.52,2023,17961,9339.72,10,62,95,3,2,7900803001,14,79000014,3.695,2.213,11369,2711.72123955041
Shelby,00803,0,1,9.47,9.75,0.28,2023,8146,2280.88,10,56,95,3,2,7900803001,545,79000545,3.695,2.213,11370,1494.96379932429
Shelby,00804,0,1,0,1.94,1.94,2023,19369,37575.86,8,61,91,4,5,7900804001,285,79000285,6.297,4.782,11371,10383.4113399779
Shelby,05027,0,1,0.93,1.72,0.79,2023,1998,1578.42,10,65,97,2,1,7905027001,970,79000970,2.982,1.205,11372,4190.86144107344
Shelby,05033,0,1,0,0.54,0.54,2023,4556,2460.24,9,65,97,2,1,7905033001,741,79000741,2.982,1.205,11373,2808.70334351738
Shelby,05227,0,1,0,0.56,0.56,2023,1967,1101.52,8,65,97,2,1,7905227001,829,79000829,2.982,1.205,11374,2961.79451976547
Shelby,05230,0,1,0,0.34,0.34,2023,2430,826.2,9,65,98,1,1,7905230001,842,79000842,2.982,1.205,11375,1762.81075000869
Shelby,05232,0,1,0,1.41,1.41,2023,3857,5438.37,9,55,97,2,1,7905232001,593,79000593,2.982,1.205,11376,7438.78240573139
Shelby,05247,0,1,0,0.36,0.36,2023,3087,1111.32,9,65,98,1,1,7905247001,712,79000712,2.982,1.205,11377,1903.41519387311
Shelby,05249,0,1,0,0.55,0.55,2023,1134,623.7,11,65,98,1,1,7905249001,681,79000681,2.982,1.205,11378,2898.71208055583
Shelby,02849,0,1,2.01,2.51,0.5,2023,4878,2439,8,63,95,3,2,7902849001,476,79000476,3.695,2.213,11379,2623.89287417801
Shelby,02850,0,1,3.95,4.1,0.15,2023,11038,1655.7,9,66,95,3,2,7902850001,339,79000339,3.695,2.213,11380,800.808070894805
Shelby,02851,0,1,0,0.34,0.34,2023,1372,466.48,9,65,98,1,1,7902851001,852,79000852,2.982,1.205,11381,1696.28433991677
Shelby,02851,0,1,0.34,0.53,0.19,2023,1372,260.68,9,65,98,1,1,7902851001,852,79000852,2.982,1.205,11382,885.576471197534
Shelby,02861,0,1,3.01,5.62,2.61,2023,11473,29944.53,8,56,95,3,2,7902861001,371,79000371,1.367,0.114,11383,13798.1653069113
Shelby,02862,0,1,0,2.93,2.93,2023,5304,15540.72,9,53,95,3,2,7902862001,346,79000346,3.695,2.213,11384,15453.8506428675
