County,Route,Special Case,County Sequence,Beginning Log Mile,Ending Log Mile,Log Mile Length,Year of Traffic,Annual Average Daily Traffic,Vehicle Miles Traveled,Design Hourly Volume Percent,Directional Distribution,Vehicle - Passenger Pickups,Vehicle - Single Unit Trucks,Vehicle - Multiple Unit Trucks,ID Number,Station Number,TN-TIMES ID,% Peak Single Unit,% Peak Multi Unit,OBJECTID,Shape__Length
Trousdale,02086,0,1,1.71,6.41,4.7,2023,97,455.9,11,65,97,2,1,8502086001,3,85000003,2.624,1.065,1219,24774.1932810897
Blount,04815,0,1,0,1.76,1.76,2023,4936,8687.36,10,65,97,2,1,0504815001,202,05000202,1.756,0.783,1220,9279.41331986474
Blount,04818,0,1,0,1.01,1.01,2023,3607,3643.07,18,65,98,2,0,0504818001,196,05000196,1.756,0.783,1221,5348.91812785061
Blount,04755,0,1,0,1.94,1.94,2023,1204,2335.76,10,65,98,2,0,0504755001,188,05000188,1.756,0.783,1222,10235.577075502
Trousdale,02091,0,1,0,2.35,2.35,2023,1029,2418.15,10,65,97,2,1,8502091001,23,85000023,2.624,1.065,1223,12358.831851491
Coffee,02131,0,1,0,4.07,4.07,2023,177,720.39,11,65,97,2,1,1602131001,119,16000119,2.624,1.065,1224,21510.0891053596
Coffee,02133,0,1,0,4.29,4.29,2023,403,1728.87,11,65,97,2,1,1602133001,32,16000032,2.624,1.065,1225,22677.9263629903
Coffee,02135,0,1,4.996,8.14,3.144,2023,2174,6835.056,12,65,98,1,1,1602135001,28,16000028,1.166,0.62,1226,16605.7921587889
Shelby,05095,0,1,0,2.13,2.13,2023,2466,5252.58,10,65,97,2,1,7905095001,565,79000565,2.982,1.205,1227,11247.8364020312
Giles,I0065,0,1,1.46,6.21,4.75,2023,27231,129347.25,9,51,84,3,13,28I0065001,80,28000080,3.16,9.737,1228,25111.7892308469
Giles,I0065,0,1,6.21,14.11,7.9,2023,27783,219485.7,9,52,84,3,13,28I0065001,78,28000078,3.16,9.737,1229,41711.6769815429
Maury,SR050,0,1,13.32,14.34,1.02,2023,20827,21243.54,9,56,98,1,1,60SR050001,88,60000088,2.201,2.947,1230,5391.63645385124
Maury,SR050,0,1,18.18,21.33,3.15,2023,9704,30567.6,9,65,94,3,3,60SR050001,143,60000143,2.32,2.23,1231,16611.8153435292
Maury,SR050,0,1,21.33,26.78,5.45,2023,7511,40934.95,9,57,94,2,4,60SR050001,132,60000132,2.339,3.363,1232,28735.7040616131
Maury,SR050,0,1,26.78,28.33,1.55,2023,8121,12587.55,9,65,94,3,3,60SR050001,68 @,59000068,2.32,2.23,1233,8206.23637105796
McMinn,00858,0,1,0.13,4.38,4.25,2023,806,3425.5,9,65,97,2,1,5400858001,122,54000122,4.895,0,1234,22487.5902943846
McMinn,00858,0,1,4.38,5.49,1.11,2023,1388,1540.68,8,65,96,3,1,5400858001,123,54000123,7.732,0,1235,5799.26893765851
Marion,SR002,0,1,7.727,11.03,3.303,2023,2547,8412.741,11,54,97,2,1,58SR002001,50,58000050,2.688,1.613,1236,17459.7704378761
Cheatham,SR256,0,1,0,0.11,0.11,2023,5317,584.87,9,65,95,3,2,11SR256001,117 @,74000117,2.476,1.484,1237,517.474420832404
Marion,SR002,0,1,11.03,14.055,3.025,2023,12470,37721.75,9,52,98,1,1,58SR002001,44,58000044,0.768,0.597,1238,16013.9353645466
Marion,SR002,0,1,14.055,15.91,1.855,2023,11670,21647.85,9,65,98,1,1,58SR002001,43,58000043,3.108,2.331,1239,9746.07822524901
Marion,SR002,0,1,15.91,17.21,1.3,2023,8231,10700.3,9,59,98,1,1,58SR002001,41,58000041,2.481,3.846,1240,6955.52081169936
Houston,SR046,0,1,0,2.29,2.29,2023,1886,4318.94,10,65,95,3,2,42SR046001,24,42000024,2.476,1.484,1241,12104.9323821744
Houston,SR046,0,1,6.525,8.06,1.535,2023,787,1208.045,10,55,95,3,2,42SR046001,63 @,81000063,5.376,1.075,1242,8017.91447804084
Marion,SR002,0,1,19.07,21.72,2.65,2023,3519,9325.35,10,69,91,4,5,58SR002001,27,58000027,4.457,6.964,1243,13985.6720456815
Marion,SR002,0,1,27.443,33.92,6.477,2023,4754,30791.658,12,65,98,1,1,58SR002001,189 @,33000189,2.992,3.767,1244,34125.7527216813
Overton,SR111,0,1,12.42,13.98,1.56,2023,6564,10239.84,8,55,88,5,7,67SR111001,57,67000057,1.815,4.174,1245,8269.47980404067
Overton,SR111,0,1,13.98,17.62,3.64,2023,7061,25702.04,9,65,94,2,4,67SR111001,70,67000070,2.919,6.217,1246,19174.1307384571
Overton,SR111,0,1,17.62,23.99,6.37,2023,5958,37952.46,9,62,90,2,8,67SR111001,50,67000050,0.585,5.848,1247,33612.87204639
Hamilton,03591,0,1,0,1.67,1.67,2023,13096,21870.32,10,62,96,2,2,3303591001,441,33000441,1.095,2.658,1248,8809.22777246285
Houston,SR231,0,1,0,3.029,3.029,2023,806,2441.374,11,65,95,3,2,42SR231001,9 @,43000009,2.476,1.484,1249,15772.2642870097
Houston,SR232,0,1,0,2.353,2.353,2023,274,644.722,11,69,96,4,0,42SR232001,1,42000001,11.111,0,1250,12431.6113799034
Hamilton,03620,0,1,0,0.76,0.76,2023,3548,2696.48,9,65,98,1,1,3303620001,386,33000386,3.108,2.331,1251,4013.81055884166
Henderson,00882,0,1,0.235,4.3,4.065,2023,538,2186.97,10,65,97,2,1,3900882001,36,39000036,2.624,1.065,1252,21656.8276034598
Henderson,00882,0,1,4.3,8.15,3.85,2023,2275,8758.75,12,65,96,3,1,3900882001,31,39000031,2.624,1.065,1253,20279.9871685345
Henderson,00892,0,1,0,2.86,2.86,2023,216,617.76,12,65,97,2,1,3900892001,130,39000130,2.624,1.065,1254,15239.9082221782
Cocke,00931,0,1,0,11.46,11.46,2023,348,3988.08,12,65,96,3,1,1500931001,90,15000090,2.624,1.065,1255,60528.5264360871
Cocke,01242,0,1,0,5.495,5.495,2023,1303,7159.985,8,65,96,3,1,1501242001,48,15000048,2.624,1.065,1256,28903.0763763924
Cocke,01242,0,1,5.495,10.389,4.894,2023,186,910.284,13,65,97,2,1,1501242001,47,15000047,2.624,1.065,1257,25804.0701924713
Cocke,01242,0,1,10.389,14.92,4.531,2023,385,1744.435,11,65,96,3,1,1501242001,45,15000045,2.624,1.065,1258,23948.2718557263
Cocke,01323,0,1,0,7.85,7.85,2023,39,306.15,13,65,97,3,0,1501323001,127,15000127,2.624,1.065,1259,41605.0589586854
Cocke,01325,0,1,0.78,4.059,3.279,2023,3884,12735.636,8,51,87,7,6,1501325001,18,15000018,3.322,4.319,1260,17298.5370017472
Cocke,01325,0,1,4.059,5.676,1.617,2023,1593,2575.881,9,65,96,3,1,1501325001,86,15000086,2.624,1.065,1261,8531.34129324643
Cocke,01321,0,1,0,1.6,1.6,2023,43,68.8,18,65,98,2,0,1501321001,114,15000114,2.624,1.065,1262,8377.80927008516
Cocke,01321,0,1,1.6,6.07,4.47,2023,246,1099.62,12,65,97,2,1,1501321001,95,15000095,2.624,1.065,1263,23571.6002197121
Cocke,01325,0,1,5.676,12.09,6.414,2023,886,5682.804,8,65,96,3,1,1501325001,5,15000005,2.624,1.065,1264,33938.7979562389
Cocke,01327,0,1,0,2.27,2.27,2023,674,1529.98,10,65,96,3,1,1501327001,3,15000003,2.624,1.065,1265,12106.9294470238
Cocke,02461,0,1,0,1.329,1.329,2023,672,893.088,9,65,96,3,1,1502461001,39 @,32000039,2.624,1.065,1266,6841.97774719097
Cocke,02461,0,1,1.329,3.48,2.151,2023,570,1226.07,9,65,97,2,1,1502461001,2,15000002,2.624,1.065,1267,11313.6779652938
Cocke,02509,0,1,0,0.755,0.755,2023,2910,2197.05,8,65,97,2,1,1502509001,88,15000088,1.756,0.783,1268,3931.99089367028
Coffee,I0024,0,1,16.94,20.4,3.46,2023,44778,154931.88,3,51,71,4,25,16I0024001,35 A,35,4.021,19.302,1269,18265.370820989
Coffee,I0024,0,1,20.4,30.16,9.76,2023,45876,447749.76,9,50,71,4,25,16I0024001,81,16000081,4.021,19.302,1270,51490.4105338278
Dickson,00957,0,1,0,1.38,1.38,2023,1445,1994.1,11,65,97,2,1,2200957001,97@,41000097,2.624,1.065,1271,7371.63737954929
Dickson,00965,0,1,0,7.48,7.48,2023,991,7412.68,11,55,97,2,1,2200965001,41,22000041,0.909,0.909,1272,39749.642320379
Montgomery,00958,0,2,0,0.88,0.88,2023,1657,1458.16,9,65,96,3,1,6300958002,59,63000059,2.624,1.065,1273,4644.62661148978
Fentress,SR085,0,1,0,1.518,1.518,2023,342,519.156,9,65,97,2,1,25SR085001,47 @,67000047,3.857,2.871,1274,8033.94311938298
Fentress,SR085,0,1,1.518,11.01,9.492,2023,1407,13355.244,12,70,99,1,0,25SR085001,32,25000032,1.19,0.595,1275,50150.6781634028
Montgomery,03135,0,1,0,0.92,0.92,2023,813,747.96,9,65,98,2,0,6303135001,170,63000170,1.833,1.113,1276,4862.83292755543
Montgomery,03135,0,1,0.92,1.78,0.86,2023,2862,2461.32,8,65,97,2,1,6303135001,169,63000169,1.833,1.113,1277,4525.31633725294
Sumner,02055,0,1,0,4.28,4.28,2023,309,1322.52,11,65,96,3,1,8302055001,51,83000051,2.624,1.065,1278,22749.7600895889
Sumner,02055,0,1,10.44,12.62,2.18,2023,1436,3130.48,12,65,97,2,1,8302055001,17,83000017,1.833,1.113,1279,11531.1878417141
Loudon,01258,0,1,0,2.68,2.68,2023,705,1889.4,11,65,97,2,1,5301258001,133,53000133,2.624,1.065,1280,14223.4832973243
Loudon,01258,0,2,0,0.93,0.93,2023,705,655.65,11,65,97,2,1,5301258002,133,53000133,2.624,1.065,1281,4939.03886284406
Loudon,01218,0,1,0,2.77,2.77,2023,887,2456.99,10,65,96,3,1,5301218001,102,53000102,2.624,1.065,1282,14593.2572841165
Loudon,01218,0,1,2.77,5,2.23,2023,903,2013.69,9,65,97,2,1,5301218001,22,53000022,1.756,0.783,1283,11812.1163531538
Loudon,01214,0,1,0,7.31,7.31,2023,628,4590.68,8,61,97,2,1,5301214001,72,53000072,0,0,1284,38826.50196063
Sumner,02063,0,1,0,2.6,2.6,2023,737,1916.2,11,65,97,2,1,8302063001,177,83000177,1.833,1.113,1285,13652.1630144316
Loudon,01138,0,1,0.39,2.81,2.42,2023,2657,6429.94,11,65,96,3,1,5301138001,35,53000035,3.016,0.864,1286,12815.4198284823
Loudon,01138,0,1,2.81,4.37,1.56,2023,3682,5743.92,10,70,96,3,1,5301138001,103,53000103,0.785,0.262,1287,8235.70174863937
Loudon,02354,0,1,0,2.29,2.29,2023,278,636.62,10,65,96,3,1,5302354001,36,53000036,2.624,1.065,1288,12135.870431577
Loudon,02354,0,1,2.29,7.46,5.17,2023,1545,7987.65,9,65,97,2,1,5302354001,79,53000079,2.624,1.065,1289,27239.9375451467
Loudon,02349,0,1,0,4.42,4.42,2023,506,2236.52,9,65,96,3,1,5302349001,85,53000085,2.624,1.065,1290,23281.8559280049
Sumner,02067,0,1,0,1.22,1.22,2023,4486,5472.92,10,65,97,2,1,8302067001,190,83000190,1.833,1.113,1291,6483.06370953599
Shelby,SR177,0,1,10.82,13.11,2.29,2023,12731,29153.99,9,62,93,3,4,79SR177001,47,79000047,7.199,4.51,1292,12049.742907526
Hamilton,04969,0,1,0,3.08,3.08,2023,3157,9723.56,11,65,98,1,1,3304969001,19,33000019,1.286,0.322,1293,16335.794938444
Wayne,SR013,0,1,2.3,12.2,9.9,2023,2295,22720.5,10,65,94,3,3,91SR013001,72,91000072,2.32,2.23,1294,52277.4080297128
Wayne,SR013,0,1,14.3,22.05,7.75,2023,3187,24699.25,9,65,94,3,3,91SR013001,38,91000038,2.32,2.23,1295,40985.9069736977
Wayne,SR013,0,1,22.05,25.921,3.871,2023,3864,14957.544,9,67,93,4,3,91SR013001,21,91000021,1.695,0.847,1296,20488.2076396849
Wayne,SR013,0,1,28.447,34.71,6.263,2023,1476,9244.188,10,65,94,3,3,91SR013001,91,91000091,2.32,2.23,1297,33085.3816755529
Wayne,SR013,0,1,34.71,40.293,5.583,2023,835,4661.805,8,65,94,3,3,91SR013001,4,91000004,2.32,2.23,1298,29509.3880557752
Wayne,SR013,0,1,40.293,43.445,3.152,2023,391,1232.432,10,65,94,3,3,91SR013001,6,91000006,2.32,2.23,1299,16631.4404415867
Shelby,02823,0,1,4.64,7.6,2.96,2023,4882,14450.72,9,56,95,3,2,7902823001,56,79000056,3.695,2.213,1300,15672.2260145705
Hamilton,04463,0,1,0,1.08,1.08,2023,778,840.24,10,65,98,1,1,3304463001,540,33000540,0,0,1301,5704.62871070592
Wayne,SR013,0,1,0,2.3,2.3,2023,2568,5906.4,11,65,94,3,3,91SR013001,65,91000065,2.32,2.23,1302,12175.0146900179
Haywood,01443,0,1,0,4.91,4.91,2023,257,1261.87,12,65,96,3,1,3801443001,52,38000052,2.624,1.065,1303,26001.9597808362
Haywood,01482,0,1,0,4.33,4.33,2023,73,316.09,17,65,96,3,1,3801482001,103,38000103,2.624,1.065,1304,22885.8142926963
Haywood,01550,0,1,0,0.84,0.84,2023,664,557.76,12,65,96,3,1,3801550001,9 @,24000009,2.624,1.065,1305,4558.43701671403
Haywood,01550,0,1,0.84,1.02,0.18,2023,730,131.4,10,65,97,2,1,3801550001,129,38000129,2.624,1.065,1306,929.622140881125
Haywood,01552,0,1,0,5.35,5.35,2023,88,470.8,14,65,97,2,1,3801552001,83,38000083,2.624,1.065,1307,28310.6119939695
Gibson,SR188,0,1,0.495,2.55,2.055,2023,789,1621.395,19,65,94,2,4,27SR188001,47,27000047,2.849,3.585,1308,10837.1279715167
Gibson,SR188,0,1,2.55,8.55,6,2023,465,2790,15,65,95,2,3,27SR188001,45,27000045,2.849,3.585,1309,31744.2832805356
McNairy,01676,0,1,0,4.25,4.25,2023,132,561,10,65,96,2,2,5501676001,114,55000114,2.624,1.065,1310,22443.0522344789
McNairy,01678,0,1,0,3.87,3.87,2023,501,1938.87,10,59,98,2,0,5501678001,28,55000028,2.041,0,1311,20360.1686859517
Rutherford,SR268,0,1,4.3,7.41,3.11,2023,10607,32987.77,9,65,96,2,2,75SR268001,20,75000020,2.201,2.947,1312,16463.1272683127
Humphreys,SR230,0,1,0,3.79,3.79,2023,485,1838.15,11,60,96,2,2,43SR230001,69,43000069,7.143,4.762,1313,20008.97625734
Humphreys,SR230,0,1,3.79,11.55,7.76,2023,1059,8217.84,12,65,95,3,2,43SR230001,32,43000032,2.476,1.484,1314,40960.7513170399
McNairy,01680,0,1,0,4.03,4.03,2023,577,2325.31,8,65,96,3,1,5501680001,20,55000020,2.624,1.065,1315,21130.0398373155
McNairy,01682,0,1,0,2.13,2.13,2023,457,973.41,10,65,96,3,1,5501682001,121,55000121,2.624,1.065,1316,11237.9472005382
Gibson,SR188,0,1,8.55,10.195,1.645,2023,559,919.555,15,59,94,2,4,27SR188001,27,27000027,8.451,4.225,1317,8669.01682771837
Haywood,01558,0,1,0,2.49,2.49,2023,150,373.5,12,65,96,3,1,3801558001,42,38000042,2.624,1.065,1318,13264.7165549431
Marshall,SR373,0,1,0.9,3.45,2.55,2023,2012,5130.6,10,65,95,3,2,59SR373001,27,59000027,2.476,1.484,1319,13491.8275833945
Shelby,02823,0,1,0.97,2.18,1.21,2023,6515,7883.15,8,59,91,6,3,7902823001,314,79000314,6.74,2.004,1320,6413.35092812852
Lake,SR022,0,1,0,4.2,4.2,2023,338,1419.6,11,54,95,2,3,48SR022001,48,48000048,17.647,2.941,1321,22191.6415422728
Shelby,02823,0,1,2.18,4.64,2.46,2023,14622,35970.12,8,60,95,3,2,7902823001,313,79000313,3.695,2.213,1322,12957.1306035378
Marshall,SR373,0,1,3.45,6.32,2.87,2023,5036,14453.32,9,58,96,2,2,59SR373001,71,59000071,5.643,7.901,1323,15151.0557651248
Dyer,01510,0,1,0,2.42,2.42,2023,211,510.62,11,65,97,2,1,2301510001,2,23000002,2.624,1.065,1324,12857.1559791833
Tipton,01475,0,1,0,5.24,5.24,2023,164,859.36,10,65,97,2,1,8401475001,57,84000057,2.624,1.065,1325,27629.5677171115
McMinn,00947,0,1,0,2.84,2.84,2023,552,1567.68,10,65,96,3,1,5400947001,50,54000050,3.571,0,1326,14885.9215592024
McMinn,00947,0,1,2.84,6.06,3.22,2023,2020,6504.4,9,65,97,2,1,5400947001,168,54000168,1.047,0,1327,17035.2606860171
McMinn,01191,0,1,0,1.955,1.955,2023,603,1178.865,10,65,97,2,1,5401191001,1,54000001,5.357,1.786,1328,10302.0859375315
McMinn,01191,0,1,4.201,10.41,6.209,2023,564,3501.876,10,63,97,2,1,5401191001,8,54000008,11.538,0,1329,32857.1007450974
McMinn,01192,0,1,0,2.41,2.41,2023,1396,3364.36,9,65,96,3,1,5401192001,180,54000180,2.624,1.065,1330,12694.6142648501
Hamilton,SR027,0,1,1.967,4,2.033,2023,5616,11417.328,10,65,98,1,1,33SR027001,58,33000058,2.992,3.767,1331,10739.9017536825
Hamilton,03582,0,1,0,2.775,2.775,2023,8194,22738.35,10,65,98,1,1,3303582001,91,33000091,2.992,3.767,1332,14661.3093044789
Hamilton,SR027,0,1,5.5,6.73,1.23,2023,29538,36331.74,8,62,90,3,7,33SR027001,420,33000420,4.895,3.074,1333,6481.99802235546
Hamilton,SR027,0,1,0,1.967,1.967,2023,4856,9551.752,9,65,94,3,3,33SR027001,190,33000190,1.268,0,1334,10400.8291236632
Warren,01123,0,1,6.4,9.33,2.93,2023,581,1702.33,10,65,96,3,1,8901123001,18,89000018,2.624,1.065,1335,15499.0900635809
Warren,01123,0,1,9.33,11.66,2.33,2023,365,850.45,10,65,96,3,1,8901123001,31 @,08000031,2.624,1.065,1336,12270.0438669576
Warren,05318,0,1,0,1.017,1.017,2023,2477,2519.109,11,65,98,1,1,8905318001,148,89000148,3.108,2.331,1337,5322.29354800494
Shelby,02869,0,1,0,2.46,2.46,2023,4368,10745.28,11,56,95,3,2,7902869001,745,79000745,3.695,2.213,1338,12992.518593846
Shelby,02869,0,1,2.46,3.62,1.16,2023,9981,11577.96,9,51,91,4,5,7902869001,522,79000522,6.297,4.782,1339,6159.87738430841
Shelby,05055,0,1,0,2.19,2.19,2023,7834,17156.46,8,51,86,7,7,7905055001,523,79000523,7.753,4.905,1340,11560.5058322345
Shelby,05056,0,1,0.78,1.78,1,2023,4102,4102,10,65,98,1,1,7905056001,943,79000943,2.982,1.205,1341,5251.63732036818
Shelby,05056,0,1,1.78,4.28,2.5,2023,4112,10280,10,65,98,1,1,7905056001,578,79000578,2.982,1.205,1342,13221.1251774416
Shelby,05058,0,1,0,0.96,0.96,2023,1566,1503.36,8,65,97,2,1,7905058001,749,79000749,2.982,1.205,1343,5082.83226597295
Lake,SR078,0,1,0.62,2.6,1.98,2023,3455,6840.9,8,65,90,3,7,48SR078001,33,48000033,3.133,5.343,1344,10510.9971093429
Lake,SR078,0,1,2.6,7.15,4.55,2023,3946,17954.3,9,65,90,3,7,48SR078001,43,48000043,3.133,5.343,1345,24024.6088379563
Dickson,01420,0,1,0,6.44,6.44,2023,926,5963.44,10,52,97,2,1,2201420001,15,22000015,2.667,0,1346,34105.2367515757
Lake,SR078,0,1,10.63,12.575,1.945,2023,1171,2277.595,9,63,90,3,7,48SR078001,10,48000010,1.02,4.082,1347,10239.6389901324
Shelby,05059,0,1,0,0.98,0.98,2023,2300,2254,11,65,98,1,1,7905059001,747,79000747,2.982,1.205,1348,5150.47633862898
Lake,SR078,0,1,12.575,18.285,5.71,2023,559,3191.89,10,65,90,3,7,48SR078001,46,48000046,3.133,5.343,1349,30155.4262386287
Shelby,05061,0,1,0,1.01,1.01,2023,1376,1389.76,9,65,97,2,1,7905061001,744,79000744,2.982,1.205,1350,5307.17628067856
Hamilton,SR002,0,1,0,2.16,2.16,2023,4754,10268.64,12,65,98,1,1,33SR002001,189,33000189,2.992,3.767,1351,11413.4763357942
Hamilton,SR002,0,1,2.16,3.19,1.03,2023,10588,10905.64,10,59,98,1,1,33SR002001,352,33000352,2.992,3.767,1352,5414.44788155454
Coffee,02137,0,1,0,7.63,7.63,2023,180,1373.4,10,65,97,2,1,1602137001,16,16000016,2.624,1.065,1353,40339.5689071989
Hamilton,SR002,0,1,4.96,5.94,0.98,2023,9389,9201.22,10,65,98,1,1,33SR002001,113,33000113,2.992,3.767,1354,5176.2035806789
McMinn,SR310,0,1,2.629,6.38,3.751,2023,1252,4696.252,9,58,94,3,3,54SR310001,68,54000068,1.613,1.613,1355,19792.5662837636
Coffee,02139,0,1,0,3.645,3.645,2023,226,823.77,10,65,97,2,1,1602139001,21,16000021,2.624,1.065,1356,19321.4221521437
Coffee,02139,0,1,3.645,5.239,1.594,2023,127,202.438,12,65,96,2,2,1602139001,180,16000180,2.624,1.065,1357,8410.96283682854
Coffee,02139,0,1,5.239,6.1,0.861,2023,1189,1023.729,10,65,97,2,1,1602139001,181,16000181,2.624,1.065,1358,4543.54026199659
Monroe,SR307,0,1,0,2.46,2.46,2023,1689,4154.94,10,50,96,3,1,62SR307001,41,62000041,0,1.911,1359,13017.7508170501
White,SR084,0,1,0.118,5.56,5.442,2023,1392,7575.264,10,65,97,2,1,93SR084001,75,93000075,1.504,0,1360,28708.6527267638
Washington,SR075,0,1,0,2.485,2.485,2023,1060,2634.1,11,65,96,3,1,90SR075001,49,90000049,3.016,0.864,1361,13157.3520183322
Washington,SR075,0,1,2.485,4.38,1.895,2023,1355,2567.725,10,58,96,3,1,90SR075001,179,90000179,3.016,0.864,1362,10016.0996978164
Hamilton,03594,0,1,2.275,4.44,2.165,2023,1127,2439.955,12,65,98,1,1,3303594001,453,33000453,1.166,0.62,1363,11495.3838685522
White,SR084,0,1,5.56,8.27,2.71,2023,911,2468.81,10,65,97,2,1,93SR084001,18,93000018,3.857,2.871,1364,14352.2609971936
White,SR084,0,1,8.27,11.73,3.46,2023,227,785.42,12,65,97,2,1,93SR084001,20,93000020,3.857,2.871,1365,18193.2497674599
Wilson,01486,0,1,0,3.98,3.98,2023,368,1464.64,10,65,96,3,1,9501486001,184,95000184,2.624,1.065,1366,21031.2100110275
Wilson,01494,0,1,0,4.19,4.19,2023,119,498.61,10,65,96,3,1,9501494001,185,95000185,2.624,1.065,1367,22106.0819877304
Scott,01240,0,1,0,2.557,2.557,2023,1254,3206.478,10,65,96,3,1,7601240001,2,76000002,2.624,1.065,1368,13482.9899968315
Scott,01240,0,1,2.557,9.23,6.673,2023,417,2782.641,10,65,97,2,1,7601240001,5,76000005,2.624,1.065,1369,35167.4515205865
Lawrence,SR098,0,1,0,3.34,3.34,2023,1098,3667.32,9,65,95,3,2,50SR098001,106,50000106,2.476,1.484,1370,17623.9476289026
Lawrence,SR098,0,1,7.814,11.78,3.966,2023,3525,13980.15,12,65,95,3,2,50SR098001,43,50000043,2.476,1.484,1371,20970.014473002
Wilson,SR096,0,1,0.92,2.98,2.06,2023,3808,7844.48,10,65,94,3,3,95SR096001,50,95000050,2.32,2.23,1372,10920.2520618127
Hamilton,02158,0,1,2.26,4.26,2,2023,681,1362,15,65,98,1,1,3302158001,537,33000537,1.961,0,1373,10485.516787944
Hamilton,04992,0,1,0,2.82,2.82,2023,729,2055.78,11,65,98,1,1,3304992001,583,33000583,1.166,0.62,1374,14925.2488994886
Hamilton,04135,0,1,0,6.11,6.11,2023,3493,21342.23,14,65,98,1,1,3304135001,413,33000413,3.108,2.331,1375,32141.9797797004
Hamilton,04133,0,1,0.7,3.05,2.35,2023,8425,19798.75,11,65,98,1,1,3304133001,291,33000291,2.992,3.767,1376,12395.9613303336
Clay,01177,0,1,0,5.94,5.94,2023,242,1437.48,10,65,97,2,1,1401177001,37,14000037,2.624,1.065,1377,31308.0650121335
Clay,01177,0,1,5.94,9.57,3.63,2023,218,791.34,11,65,97,2,1,1401177001,5,14000005,2.624,1.065,1378,19210.7856376608
Clay,01179,0,1,0,4.397,4.397,2023,496,2180.912,9,57,97,2,1,1401179001,47,14000047,0,0,1379,23310.477553425
Clay,01179,0,1,4.397,11.13,6.733,2023,363,2444.079,10,65,96,3,1,1401179001,12,14000012,2.624,1.065,1380,35588.1662348306
Clay,02109,0,1,0,2.54,2.54,2023,252,640.08,10,65,96,3,1,1402109001,54,14000054,2.624,1.065,1381,13544.3241525026
Sevier,SR454,0,1,0,1.78,1.78,2023,2308,4108.24,9,65,96,3,1,78SR454001,110,78000110,3.016,0.864,1382,9409.65761050682
Sevier,SR454,0,1,3.928,6.205,2.277,2023,8635,19661.895,9,65,96,3,1,78SR454001,38,78000038,3.016,0.864,1383,12018.0229116621
Sevier,01286,0,1,4.689,6.17,1.481,2023,5114,7573.834,8,65,97,2,1,7801286001,40,78000040,2.624,1.065,1384,7772.82570621522
Dyer,05737,0,1,0,1.16,1.16,2023,1172,1359.52,10,65,97,2,1,2305737001,131,23000131,2.982,1.205,1385,6105.85856470705
Dyer,05734,0,1,0,0.171,0.171,2023,588,100.548,9,65,97,2,1,2305734001,195,23000195,2.982,1.205,1386,901.213872914361
Dyer,05735,0,1,0,1.877,1.877,2023,3956,7425.412,11,65,97,2,1,2305735001,196,23000196,2.982,1.205,1387,9908.06788990675
Shelby,05248,0,1,0,0.83,0.83,2023,734,609.22,9,65,98,1,1,7905248001,713,79000713,2.982,1.205,1388,4342.45337077741
Overton,01176,0,1,6.25,10.92,4.67,2023,46,214.82,17,65,98,2,0,6701176001,48,67000048,2.624,1.065,1389,24683.2466236568
Rhea,01151,0,1,0,0.11,0.11,2023,130,14.3,14,65,96,2,2,7201151001,344 @,33000344,0,0,1390,546.940670727713
Rhea,01151,0,2,0,0.059,0.059,2023,130,7.67,14,65,96,2,2,7201151002,344 @,33000344,0,0,1391,241.683797187346
Rhea,01151,0,2,0.059,2.512,2.453,2023,550,1349.15,10,65,96,3,1,7201151002,76,72000076,2.624,1.065,1392,13024.5305135125
Rhea,01162,0,1,0,2.63,2.63,2023,949,2495.87,10,65,97,2,1,7201162001,9,72000009,2.624,1.065,1393,13894.7779271397
Rhea,01162,0,1,7.71,10.87,3.16,2023,1604,5068.64,9,53,97,2,1,7201162001,4,72000004,1.316,0,1394,16687.3577123333
Sullivan,SR034,0,1,17.7,18.41,0.71,2023,7090,5033.9,12,65,95,3,2,82SR034001,302,82000302,3.542,2.47,1395,3777.25574475142
Davidson,04925,0,1,0.84,1.84,1,2023,12956,12956,10,55,97,2,1,1904925001,514,19000514,1.833,1.113,1396,5297.36655289333
Franklin,02121,0,1,0,4.15,4.15,2023,714,2963.1,10,65,97,2,1,2602121001,14,26000014,2.624,1.065,1397,21997.9039199027
Franklin,02123,0,1,0,2.99,2.99,2023,360,1076.4,11,65,96,3,1,2602123001,72,26000072,2.624,1.065,1398,15790.4492942939
Franklin,02125,0,1,0,2.28,2.28,2023,633,1443.24,11,57,97,2,1,2602125001,9,26000009,2.083,0,1399,12013.108508612
Franklin,02729,0,1,0,2.6,2.6,2023,1612,4191.2,10,65,97,2,1,2602729001,134,26000134,2.624,1.065,1400,13827.2155810291
Franklin,03497,0,1,0,2.29,2.29,2023,2523,5777.67,10,65,97,2,1,2603497001,65,26000065,3.108,2.331,1401,12098.3360577338
Franklin,05387,0,1,0,1.95,1.95,2023,518,1010.1,12,65,97,2,1,2605387001,141,26000141,3.108,2.331,1402,10258.7370235282
Union,01299,0,1,0,2.87,2.87,2023,509,1460.83,11,65,96,3,1,8701299001,48,87000048,2.624,1.065,1403,15219.14383175
Franklin,03498,0,1,0.36,1.66,1.3,2023,2916,3790.8,10,65,98,1,1,2603498001,138,26000138,3.108,2.331,1404,6824.92856895945
Franklin,03505,0,1,0,1.08,1.08,2023,963,1040.04,13,65,97,2,1,2603505001,93,26000093,3.108,2.331,1405,5676.16019356915
